GeneID,Gene Name,floral meristem,flower,plant embryo,root,shoot,vegetative meristem
SORBI_3002G387000,SORBI_3002G387000,2,4,0.6,0.5,8,2
SORBI_3002G387100,SORBI_3002G387100,0.2,8,0.3,17,21,0.2
SORBI_3002G387200,SORBI_3002G387200,86,33,30,16,9,42
SORBI_3002G387300,SORBI_3002G387300,28,28,31,31,13,33
SORBI_3002G387400,SORBI_3002G387400,8,3,43,10,1,4
SORBI_3002G387450,SORBI_3002G387450,,0.1,,,,
SORBI_3002G387500,SORBI_3002G387500,11,9,12,11,9,13
SORBI_3002G387600,SORBI_3002G387600,74,52,66,92,70,88
SORBI_3002G387800,SORBI_3002G387800,103,78,78,32,16,120
SORBI_3002G387900,SORBI_3002G387900,0.1,0.7,2,5,0.1,0.2
SORBI_3002G388000,SORBI_3002G388000,18,15,5,5,10,8
SORBI_3002G388100,SORBI_3002G388100,12,11,23,9,4,9
SORBI_3002G388200,SORBI_3002G388200,11,7,14,6,4,10
SORBI_3002G388400,SORBI_3002G388400,0.3,99,0.9,179,41,0.4
SORBI_3002G388500,SORBI_3002G388500,75,43,71,53,33,80
SORBI_3002G388600,SORBI_3002G388600,72,59,248,72,95,54
SORBI_3002G388700,SORBI_3002G388700,,9,,6,14,
SORBI_3002G388800,SORBI_3002G388800,0.4,9,3,4,1,0.4
SORBI_3002G388900,SORBI_3002G388900,,3,2,2,1,
SORBI_3002G389000,SORBI_3002G389000,0.1,0.8,3,1,0.3,
SORBI_3002G389100,SORBI_3002G389100,0.3,1,0.9,3,4,
SORBI_3002G389200,SORBI_3002G389200,1,0.3,0.6,0.4,0.3,2
SORBI_3002G389301,SORBI_3002G389301,,,0.1,,,0.1
SORBI_3002G389400,SORBI_3002G389400,14,120,76,118,81,11
SORBI_3002G389500,SORBI_3002G389500,49,14,30,30,13,64
SORBI_3002G389600,SORBI_3002G389600,2,6,2,3,1,2
SORBI_3002G389800,SORBI_3002G389800,90,27,33,23,11,84
SORBI_3002G389900,SORBI_3002G389900,21,18,26,16,12,22
SORBI_3002G390000,SORBI_3002G390000,,,,3,,
SORBI_3002G390100,SORBI_3002G390100,2,3,0.6,5,12,1
SORBI_3002G390200,SORBI_3002G390200,3,2,3,1,1,2
SORBI_3002G390300,SORBI_3002G390300,17,27,14,28,25,11
SORBI_3002G390400,SORBI_3002G390400,62,22,55,34,8,63
SORBI_3002G390500,SORBI_3002G390500,4,125,4,2,129,6
SORBI_3002G390600,SORBI_3002G390600,92,97,76,96,50,130
SORBI_3002G390700,SORBI_3002G390700,19,3,7,2,0.3,25
SORBI_3002G390800,SORBI_3002G390800,35,7,25,9,2,50
SORBI_3002G390900,SORBI_3002G390900,10,11,8,24,6,6
SORBI_3002G391000,SORBI_3002G391000,0.5,0.1,,,0.5,0.1
SORBI_3002G391100,SORBI_3002G391100,8,,918,,,
SORBI_3002G391200,SORBI_3002G391200,,,,3,,
SORBI_3002G391300,SORBI_3002G391300,,,0.2,277,,0.1
SORBI_3002G391400,SORBI_3002G391400,0.1,0.1,,118,,
SORBI_3002G391501,SORBI_3002G391501,,,,0.1,,
SORBI_3002G391600,SORBI_3002G391600,183,61,99,70,49,185
SORBI_3002G391700,SORBI_3002G391700,0.1,0.2,,0.6,,
SORBI_3002G391800,SORBI_3002G391800,,0.2,,27,,
SORBI_3002G391900,SORBI_3002G391900,0.1,,,41,,
SORBI_3002G392000,SORBI_3002G392000,,,2,136,0.1,
SORBI_3002G392100,SORBI_3002G392100,,,,109,,
SORBI_3002G392200,SORBI_3002G392200,,,,0.5,,
SORBI_3002G392300,SORBI_3002G392300,,,,8,,
SORBI_3002G392400,SORBI_3002G392400,10,10,15,7,5,9
SORBI_3002G392500,SORBI_3002G392500,13,2,2,3,0.3,18
SORBI_3002G392550,SORBI_3002G392550,0.1,,0.1,,,0.2
SORBI_3002G392600,SORBI_3002G392600,34,16,19,10,5,31
SORBI_3002G392700,SORBI_3002G392700,47,39,47,51,34,53
SORBI_3002G392800,SORBI_3002G392800,23,16,13,31,8,26
SORBI_3002G392900,SORBI_3002G392900,2,3,1,0.2,0.3,3
SORBI_3002G393000,SORBI_3002G393000,20,41,34,79,28,18
SORBI_3002G393100,SORBI_3002G393100,4,2,242,,0.9,2
SORBI_3002G393200,SORBI_3002G393200,150,99,59,176,57,169
SORBI_3002G393266,SORBI_3002G393266,2,0.1,0.2,,,2
SORBI_3002G393332,SORBI_3002G393332,39,21,57,27,14,38
SORBI_3002G393400,SORBI_3002G393400,381,121,188,239,34,349
SORBI_3002G393500,SORBI_3002G393500,39,46,53,64,48,53
SORBI_3002G393600,SORBI_3002G393600,0.1,,,11,0.2,
SORBI_3002G393700,SORBI_3002G393700,36,43,99,51,41,34
SORBI_3002G393800,SORBI_3002G393800,4,8,0.6,13,4,5
SORBI_3002G393900,SORBI_3002G393900,1,2,0.1,4,3,0.7
SORBI_3002G394000,SORBI_3002G394000,,3,,,,
SORBI_3002G394100,SORBI_3002G394100,,4,0.5,,22,0.1
SORBI_3002G394200,SORBI_3002G394200,87,13,34,5,4,75
SORBI_3002G394300,SORBI_3002G394300,2,0.2,,0.3,0.5,0.6
SORBI_3002G394400,SORBI_3002G394400,55,81,93,51,18,33
SORBI_3002G394500,SORBI_3002G394500,34,5,16,7,1,47
SORBI_3002G394550,SORBI_3002G394550,0.1,0.1,0.2,,,
SORBI_3002G394600,SORBI_3002G394600,154,104,165,96,63,196
SORBI_3002G394700,SORBI_3002G394700,,59,,0.1,4,
SORBI_3002G394800,SORBI_3002G394800,90,38,60,38,20,98
SORBI_3002G394900,SORBI_3002G394900,0.2,1,0.7,1,0.2,0.1
SORBI_3002G395000,SORBI_3002G395000,136,191,190,228,93,170
SORBI_3002G395100,SORBI_3002G395100,,47,,,,
SORBI_3002G395200,SORBI_3002G395200,,12,,2,20,
SORBI_3002G395300,SORBI_3002G395300,,22,0.1,20,6,
SORBI_3002G395400,SORBI_3002G395400,0.3,,,,,
SORBI_3002G395500,SORBI_3002G395500,39,66,58,53,30,42
SORBI_3002G395600,SORBI_3002G395600,40,37,42,37,14,36
SORBI_3002G395700,SORBI_3002G395700,17,12,12,8,4,18
SORBI_3002G395801,SORBI_3002G395801,91,51,45,38,31,75
SORBI_3002G395900,SORBI_3002G395900,7,14,7,13,2,9
SORBI_3002G396000,SORBI_3002G396000,61,29,42,33,23,55
SORBI_3002G396100,SORBI_3002G396100,12,15,15,26,20,9
SORBI_3002G396200,SORBI_3002G396200,21,18,19,15,28,24
SORBI_3002G396300,SORBI_3002G396300,13,7,8,10,7,14
SORBI_3002G396400,SORBI_3002G396400,43,160,17,295,110,44
SORBI_3002G396500,SORBI_3002G396500,218,78,151,81,40,226
SORBI_3002G396600,SORBI_3002G396600,,52,,12,0.5,
SORBI_3002G396700,SORBI_3002G396700,178,238,266,231,118,215
SORBI_3002G396800,SORBI_3002G396800,2,9,7,13,6,2
SORBI_3002G396900,SORBI_3002G396900,0.2,3,0.2,0.2,0.3,0.4
SORBI_3002G397001,SORBI_3002G397001,0.1,,,,,
SORBI_3002G397100,SORBI_3002G397100,,,,,3,
SORBI_3002G397300,SORBI_3002G397300,,0.2,,,2,
SORBI_3002G397400,SORBI_3002G397400,,5,,,17,
SORBI_3002G397500,SORBI_3002G397500,42,15,22,20,9,42
SORBI_3002G397600,SORBI_3002G397600,15,12,10,12,10,13
SORBI_3002G397900,SORBI_3002G397900,28,44,23,17,10,32
SORBI_3002G398000,SORBI_3002G398000,12,11,13,16,7,12
SORBI_3002G398100,SORBI_3002G398100,6,4,4,8,3,5
SORBI_3002G398200,SORBI_3002G398200,8,6,5,3,3,8
SORBI_3002G398300,SORBI_3002G398300,1,0.2,1,2,0.3,0.8
SORBI_3002G398400,SORBI_3002G398400,,29,0.1,3,,
SORBI_3002G398500,SORBI_3002G398500,26,15,42,17,12,31
SORBI_3002G398600,SORBI_3002G398600,0.2,0.1,,3,,0.2
SORBI_3002G398700,SORBI_3002G398700,28,20,51,27,17,28
SORBI_3002G398800,SORBI_3002G398800,29,22,16,23,12,28
SORBI_3002G398901,SORBI_3002G398901,124,249,168,298,110,178
SORBI_3002G399000,SORBI_3002G399000,20,8,10,4,4,18
SORBI_3002G399100,SORBI_3002G399100,44,52,39,39,65,43
SORBI_3002G399200,SORBI_3002G399200,42,20,41,24,13,46
SORBI_3002G399300,SORBI_3002G399300,3,1,1,0.1,0.6,3
SORBI_3002G399400,SORBI_3002G399400,,0.3,0.1,,,
SORBI_3002G399500,SORBI_3002G399500,77,197,168,107,54,68
SORBI_3002G399700,SORBI_3002G399700,,0.6,,,,
SORBI_3002G399800,SORBI_3002G399800,41,13,34,14,10,41
SORBI_3002G399900,SORBI_3002G399900,95,57,117,70,31,106
SORBI_3002G400000,SORBI_3002G400000,109,96,105,133,76,112
SORBI_3002G400050,SORBI_3002G400050,0.1,,,,,
SORBI_3002G400101,SORBI_3002G400101,5,4,7,5,4,7
SORBI_3002G400151,SORBI_3002G400151,12,4,10,7,4,12
SORBI_3002G400200,SORBI_3002G400200,15,28,9,5,11,12
SORBI_3002G400300,SORBI_3002G400300,9,2,2,,0.2,10
SORBI_3002G400400,SORBI_3002G400400,6,5,3,5,5,5
SORBI_3002G400500,SORBI_3002G400500,,,,,,0.1
SORBI_3002G400600,SORBI_3002G400600,69,24,6,3,10,65
SORBI_3002G400700,SORBI_3002G400700,2,0.6,0.2,,,2
SORBI_3002G400800,SORBI_3002G400800,12,6,11,7,5,13
SORBI_3002G400900,SORBI_3002G400900,3,2,0.2,0.1,0.1,1
SORBI_3002G401000,SORBI_3002G401000,130,76,17,39,89,129
SORBI_3002G401100,SORBI_3002G401100,30,20,23,83,93,25
SORBI_3002G401200,SORBI_3002G401200,0.8,8,,53,47,3
SORBI_3002G401301,SORBI_3002G401301,,1,,,,
SORBI_3002G401400,SORBI_3002G401400,,0.2,102,,,
SORBI_3002G401500,SORBI_3002G401500,147,116,230,186,73,162
SORBI_3002G401533,SORBI_3002G401533,4,4,4,3,1,1
SORBI_3002G401566,SORBI_3002G401566,0.1,,0.6,,,
SORBI_3002G401600,SORBI_3002G401600,0.3,50,2,24,19,0.3
SORBI_3002G401700,SORBI_3002G401700,25,51,26,20,12,24
SORBI_3002G401800,SORBI_3002G401800,15,9,10,6,60,16
SORBI_3002G401900,SORBI_3002G401900,7,23,27,1,8,5
SORBI_3002G402000,SORBI_3002G402000,37,36,28,23,31,31
SORBI_3002G402100,SORBI_3002G402100,,2,,,,
SORBI_3002G402366,SORBI_3002G402366,4,6,3,2,5,3
SORBI_3002G402500,SORBI_3002G402500,47,22,28,33,13,56
SORBI_3002G402600,SORBI_3002G402600,64,29,55,30,37,50
SORBI_3002G402700,SORBI_3002G402700,111,51,103,186,317,111
SORBI_3002G402900,SORBI_3002G402900,,2,,,,0.1
SORBI_3002G403000,SORBI_3002G403000,156,5,70,20,37,180
SORBI_3002G403100,SORBI_3002G403100,18,4,12,3,4,17
SORBI_3002G403200,SORBI_3002G403200,119,62,97,44,32,93
SORBI_3002G403300,SORBI_3002G403300,,0.8,,0.5,0.9,
SORBI_3002G403400,SORBI_3002G403400,234,162,97,204,86,373
SORBI_3002G403500,SORBI_3002G403500,8,0.5,3,1,2,7
SORBI_3002G403600,SORBI_3002G403600,31,179,178,12,495,27
SORBI_3002G403700,SORBI_3002G403700,65,9,59,15,3,88
SORBI_3002G403833,SORBI_3002G403833,2,34,1,0.3,2,2
SORBI_3002G403966,SORBI_3002G403966,,22,0.9,,0.5,
SORBI_3002G404100,SORBI_3002G404100,,,,3,,0.1
SORBI_3002G404200,SORBI_3002G404200,38,30,19,23,29,30
SORBI_3002G404300,SORBI_3002G404300,30,7,13,4,2,36
SORBI_3002G404400,SORBI_3002G404400,4,15,4,24,12,4
SORBI_3002G404500,SORBI_3002G404500,19,194,20,66,32,31
SORBI_3002G404600,SORBI_3002G404600,0.1,48,0.8,4,0.3,
SORBI_3002G404700,SORBI_3002G404700,105,62,85,65,38,86
SORBI_3002G404800,SORBI_3002G404800,14,15,7,10,28,16
SORBI_3002G404900,SORBI_3002G404900,15,7,7,5,18,15
SORBI_3002G405000,SORBI_3002G405000,2,0.9,0.6,1,1,2
SORBI_3002G405100,SORBI_3002G405100,43,31,20,6,328,39
SORBI_3002G405200,SORBI_3002G405200,25,23,29,10,13,28
SORBI_3002G405300,SORBI_3002G405300,0.6,76,0.2,,,0.5
SORBI_3002G405400,SORBI_3002G405400,25,20,50,34,14,28
SORBI_3002G405500,SORBI_3002G405500,172,71,132,81,46,178
SORBI_3002G405600,SORBI_3002G405600,119,94,79,55,42,64
SORBI_3002G405750,SORBI_3002G405750,0.1,0.3,,,,
SORBI_3002G405800,SORBI_3002G405800,53,28,42,32,19,47
SORBI_3002G405900,SORBI_3002G405900,21,38,18,20,19,17
SORBI_3002G406200,SORBI_3002G406200,48,94,32,75,63,54
SORBI_3002G406300,SORBI_3002G406300,20,56,21,11,18,18
SORBI_3002G406400,SORBI_3002G406400,7,2,3,1,15,5
SORBI_3002G406500,SORBI_3002G406500,559,428,454,666,306,697
SORBI_3002G406600,SORBI_3002G406600,12,8,13,9,7,15
SORBI_3002G406700,SORBI_3002G406700,20,11,15,0.3,35,18
SORBI_3002G406801,SORBI_3002G406801,,7,,,,
SORBI_3002G406900,SORBI_3002G406900,,1,0.3,0.4,,
SORBI_3002G407000,SORBI_3002G407000,58,136,125,34,148,81
SORBI_3002G407100,SORBI_3002G407100,,5,,46,9,0.1
SORBI_3002G407200,SORBI_3002G407200,,1,78,3,3,0.3
SORBI_3002G407300,SORBI_3002G407300,0.1,0.2,,3,0.5,0.1
SORBI_3002G407400,SORBI_3002G407400,,10,,,2,
SORBI_3002G407500,SORBI_3002G407500,0.1,7,,2,2,0.1
SORBI_3002G407700,SORBI_3002G407700,4,7,0.2,8,13,3
SORBI_3002G407800,SORBI_3002G407800,1,0.3,1,0.6,0.5,2
SORBI_3002G407900,SORBI_3002G407900,137,185,82,129,40,221
SORBI_3002G408000,SORBI_3002G408000,48,10,10,4,17,60
SORBI_3002G408100,SORBI_3002G408100,19,46,15,21,79,44
SORBI_3002G408200,SORBI_3002G408200,52,43,68,55,36,55
SORBI_3002G408300,SORBI_3002G408300,38,44,26,36,35,22
SORBI_3002G408400,SORBI_3002G408400,0.7,30,0.2,,,0.1
SORBI_3002G408500,SORBI_3002G408500,4,4,0.3,,4,3
SORBI_3002G408600,SORBI_3002G408600,9,6,7,8,4,8
SORBI_3002G408700,SORBI_3002G408700,,,3,,,
SORBI_3002G408800,SORBI_3002G408800,51,31,33,72,15,60
SORBI_3002G408900,SORBI_3002G408900,68,41,68,75,38,78
SORBI_3002G409000,SORBI_3002G409000,0.3,0.1,,63,10,0.2
SORBI_3002G409200,SORBI_3002G409200,,,0.1,0.4,,
SORBI_3002G409250,SORBI_3002G409250,,,13,,,
SORBI_3002G409300,SORBI_3002G409300,,,7,,,
SORBI_3002G409500,SORBI_3002G409500,12,31,11,41,14,12
SORBI_3002G409600,SORBI_3002G409600,35,35,28,63,13,29
SORBI_3002G409700,SORBI_3002G409700,15,6,11,8,5,12
SORBI_3002G409800,SORBI_3002G409800,389,224,389,218,186,335
SORBI_3002G409900,SORBI_3002G409900,23,7,6,1,40,21
SORBI_3002G410050,SORBI_3002G410050,0.1,,0.5,,0.1,
SORBI_3002G410600,SORBI_3002G410600,4,4,0.4,0.2,,0.5
SORBI_3002G410700,SORBI_3002G410700,72,256,268,243,185,93
SORBI_3002G411000,SORBI_3002G411000,,,,3,,
SORBI_3002G411200,SORBI_3002G411200,,,,,0.3,
SORBI_3002G411300,SORBI_3002G411300,35,28,37,26,11,38
SORBI_3002G411400,SORBI_3002G411400,12,3,5,3,7,9
SORBI_3002G411500,SORBI_3002G411500,21,48,62,92,50,13
SORBI_3002G411600,SORBI_3002G411600,50,35,57,42,22,47
SORBI_3002G411700,SORBI_3002G411700,3,0.4,0.6,1,0.9,3
SORBI_3002G411800,SORBI_3002G411800,10,4,5,4,4,10
SORBI_3002G411900,SORBI_3002G411900,,3,,9,0.8,0.1
SORBI_3002G412001,SORBI_3002G412001,,,,,,0.1
SORBI_3002G412100,SORBI_3002G412100,,6,,0.1,8,
SORBI_3002G412200,SORBI_3002G412200,5,22,6,33,17,8
SORBI_3002G412300,SORBI_3002G412300,7,0.8,3,1,0.8,8
SORBI_3002G412400,SORBI_3002G412400,49,25,7,10,8,57
SORBI_3002G412600,SORBI_3002G412600,,,,2,0.1,0.1
SORBI_3002G412700,SORBI_3002G412700,81,42,51,65,35,89
SORBI_3002G412800,SORBI_3002G412800,56,94,85,57,93,52
SORBI_3002G413000,SORBI_3002G413000,86,67,74,58,37,85
SORBI_3002G413100,SORBI_3002G413100,0.5,,,0.5,,
SORBI_3002G413200,SORBI_3002G413200,,,46,0.1,,
SORBI_3002G413300,SORBI_3002G413300,12,27,25,27,29,14
SORBI_3002G413400,SORBI_3002G413400,229,96,176,140,43,260
SORBI_3002G413500,SORBI_3002G413500,33,33,55,23,20,41
SORBI_3002G413600,SORBI_3002G413600,6,3,7,5,3,11
SORBI_3002G413700,SORBI_3002G413700,8,11,3,12,6,10
SORBI_3002G413750,SORBI_3002G413750,19,4,2,5,5,18
SORBI_3002G413800,SORBI_3002G413800,7,1,0.3,1,2,7
SORBI_3002G413900,SORBI_3002G413900,5,2,,0.6,2,4
SORBI_3002G414000,SORBI_3002G414000,0.1,73,,,,
SORBI_3002G414150,SORBI_3002G414150,,108,,,,0.1
SORBI_3002G414300,SORBI_3002G414300,0.1,191,,,,
SORBI_3002G414400,SORBI_3002G414400,3,66,0.1,0.6,352,3
SORBI_3002G414500,SORBI_3002G414500,5,4,4,2,3,6
SORBI_3002G414600,SORBI_3002G414600,305,311,492,253,188,340
SORBI_3002G414700,SORBI_3002G414700,188,186,175,423,133,222
SORBI_3002G414800,SORBI_3002G414800,4,4,2,3,1,4
SORBI_3002G414850,SORBI_3002G414850,,0.2,0.2,0.5,,0.1
SORBI_3002G414900,SORBI_3002G414900,5,0.3,0.4,,,8
SORBI_3002G415000,SORBI_3002G415000,19,1,0.6,66,16,17
SORBI_3002G415100,SORBI_3002G415100,0.2,0.1,,7,0.4,0.1
SORBI_3002G415300,SORBI_3002G415300,,7,,,138,
SORBI_3002G415400,SORBI_3002G415400,,0.2,,,78,
SORBI_3002G415500,SORBI_3002G415500,66,55,64,157,66,83
SORBI_3002G415600,SORBI_3002G415600,0.9,2,23,5,0.1,1
SORBI_3002G415900,SORBI_3002G415900,69,60,84,95,51,65
SORBI_3002G416000,SORBI_3002G416000,7,10,0.6,5,9,6
SORBI_3002G416100,SORBI_3002G416100,3,,5,,,0.1
SORBI_3002G416150,SORBI_3002G416150,13,1,4,2,0.7,7
SORBI_3002G416200,SORBI_3002G416200,24,3,13,5,2,12
SORBI_3002G416250,SORBI_3002G416250,7,14,2,2,5,7
SORBI_3002G416300,SORBI_3002G416300,,,0.5,,,
SORBI_3002G416400,SORBI_3002G416400,40,1,3,0.2,0.8,42
SORBI_3002G416500,SORBI_3002G416500,0.1,,,14,1,
SORBI_3002G416600,SORBI_3002G416600,,0.5,,5,2,
SORBI_3002G416700,SORBI_3002G416700,,0.7,,46,49,
SORBI_3002G416800,SORBI_3002G416800,,,,12,,
SORBI_3002G416900,SORBI_3002G416900,,0.1,,15,0.5,
SORBI_3002G416950,SORBI_3002G416950,,1,,,38,
SORBI_3002G417000,SORBI_3002G417000,48,5,11,5,4,59
SORBI_3002G417101,SORBI_3002G417101,,,,0.6,,
SORBI_3002G417201,SORBI_3002G417201,92,25,18,52,12,40
SORBI_3002G417300,SORBI_3002G417300,41,118,149,95,81,43
SORBI_3002G417401,SORBI_3002G417401,,1,,,,
SORBI_3002G417500,SORBI_3002G417500,14,48,14,28,37,6
SORBI_3002G417600,SORBI_3002G417600,,0.3,,4,2,
SORBI_3002G417700,SORBI_3002G417700,0.7,7,1,2,0.4,0.2
SORBI_3002G417800,SORBI_3002G417800,275,169,286,108,143,263
SORBI_3002G417900,SORBI_3002G417900,0.1,0.1,3,,0.5,0.2
SORBI_3002G418000,SORBI_3002G418000,0.2,,1,,,0.1
SORBI_3002G418100,SORBI_3002G418100,49,14,31,14,4,50
SORBI_3002G418200,SORBI_3002G418200,77,85,36,95,52,63
SORBI_3002G418300,SORBI_3002G418300,3,103,8,3,0.7,2
SORBI_3002G418400,SORBI_3002G418400,82,381,272,374,109,121
SORBI_3002G418500,SORBI_3002G418500,1,,,2,0.3,0.7
SORBI_3002G418600,SORBI_3002G418600,22,8,16,7,18,21
SORBI_3002G418700,SORBI_3002G418700,101,56,48,35,31,85
SORBI_3002G418900,SORBI_3002G418900,3,19,19,0.6,0.6,0.8
SORBI_3002G419000,SORBI_3002G419000,11,25,28,15,7,9
SORBI_3002G419100,SORBI_3002G419100,71,69,94,104,50,94
SORBI_3002G419200,SORBI_3002G419200,70,21,49,33,24,78
SORBI_3002G419500,SORBI_3002G419500,,1,0.2,1,0.2,1
SORBI_3002G419550,SORBI_3002G419550,,0.1,,,,0.2
SORBI_3002G419600,SORBI_3002G419600,0.4,42,2,1,3,
SORBI_3002G419700,SORBI_3002G419700,3,88,4,13,5,0.9
SORBI_3002G419800,SORBI_3002G419800,68,27,45,30,25,68
SORBI_3002G419900,SORBI_3002G419900,0.3,,,,,0.4
SORBI_3002G420000,SORBI_3002G420000,47,5,19,4,1,52
SORBI_3002G420100,SORBI_3002G420100,62,30,30,45,8,54
SORBI_3002G420200,SORBI_3002G420200,0.1,0.1,0.2,13,0.3,0.2
SORBI_3002G420300,SORBI_3002G420300,107,60,61,42,43,90
SORBI_3002G420400,SORBI_3002G420400,0.4,0.4,9,0.3,0.1,0.4
SORBI_3002G420500,SORBI_3002G420500,9,13,31,14,3,10
SORBI_3002G420600,SORBI_3002G420600,30,50,52,66,14,33
SORBI_3002G420700,SORBI_3002G420700,0.1,13,2,1,0.4,
SORBI_3002G420800,SORBI_3002G420800,2,41,137,29,5,0.8
SORBI_3002G421000,SORBI_3002G421000,7,1,4,0.6,0.8,6
SORBI_3002G421100,SORBI_3002G421100,22,13,17,8,5,17
SORBI_3002G421200,SORBI_3002G421200,2,32,2,211,88,1
SORBI_3002G421300,SORBI_3002G421300,0.2,157,0.4,150,965,6
SORBI_3002G421350,SORBI_3002G421350,,0.6,,,,
SORBI_3002G421400,SORBI_3002G421400,,16,2,25,12,0.1
SORBI_3002G421600,SORBI_3002G421600,28,79,3,14,23,29
SORBI_3002G421700,SORBI_3002G421700,32,13,30,9,8,32
SORBI_3002G421800,SORBI_3002G421800,0.1,0.2,46,2,0.3,0.2
SORBI_3002G421900,SORBI_3002G421900,53,102,50,65,94,51
SORBI_3002G422000,SORBI_3002G422000,0.3,8,2,9,7,2
SORBI_3002G422100,SORBI_3002G422100,86,16,47,13,7,68
SORBI_3002G422200,SORBI_3002G422200,5,1,1,,5,2
SORBI_3002G422300,SORBI_3002G422300,10,4,0.1,12,3,8
SORBI_3002G422400,SORBI_3002G422400,48,33,29,33,18,52
SORBI_3002G422500,SORBI_3002G422500,54,6,34,45,1,56
SORBI_3002G422600,SORBI_3002G422600,53,7,5,1,7,48
SORBI_3002G422900,SORBI_3002G422900,0.6,0.2,,,,
SORBI_3002G423000,SORBI_3002G423000,0.1,0.8,0.1,0.3,,0.1
SORBI_3002G423100,SORBI_3002G423100,3,2,2,0.7,0.4,3
SORBI_3002G423200,SORBI_3002G423200,28,14,25,12,8,28
SORBI_3002G423300,SORBI_3002G423300,0.2,,,0.6,0.2,0.1
SORBI_3002G423400,SORBI_3002G423400,7,1,7,2,2,7
SORBI_3002G423500,SORBI_3002G423500,138,76,165,150,46,178
SORBI_3002G423600,SORBI_3002G423600,0.1,1,,5,8,
SORBI_3002G423700,SORBI_3002G423700,1,,1,,,0.4
SORBI_3002G423800,SORBI_3002G423800,23,17,34,18,10,23
SORBI_3002G423901,SORBI_3002G423901,,,,0.6,,
SORBI_3002G424000,SORBI_3002G424000,40,27,39,59,19,34
SORBI_3002G424100,SORBI_3002G424100,35,38,42,35,151,40
SORBI_3002G424200,SORBI_3002G424200,1,20,4,1,0.4,0.5
SORBI_3002G424350,SORBI_3002G424350,88,347,101,230,168,119
SORBI_3002G424500,SORBI_3002G424500,0.5,5,2,41,1,0.7
SORBI_3002G424550,SORBI_3002G424550,,,,1,,
SORBI_3002G424600,SORBI_3002G424600,11,7,8,26,7,11
SORBI_3002G424700,SORBI_3002G424700,30,26,31,17,22,35
SORBI_3002G424800,SORBI_3002G424800,1,0.3,0.1,7,2,0.8
SORBI_3002G424900,SORBI_3002G424900,38,13,21,9,11,35
SORBI_3002G425000,SORBI_3002G425000,3,,,58,1,2
SORBI_3002G425101,SORBI_3002G425101,3,0.4,2,0.2,3,1
SORBI_3002G425200,SORBI_3002G425200,13,5,13,5,3,17
SORBI_3002G425300,SORBI_3002G425300,,1,1,0.4,9,
SORBI_3002G425400,SORBI_3002G425400,,,,,,0.5
SORBI_3002G425500,SORBI_3002G425500,163,84,138,60,57,166
SORBI_3002G425600,SORBI_3002G425600,15,3,1,4,0.7,16
SORBI_3002G425700,SORBI_3002G425700,19,7,9,10,6,18
SORBI_3002G425800,SORBI_3002G425800,30,18,16,16,12,31
SORBI_3002G425900,SORBI_3002G425900,3,,0.4,0.6,2,2
SORBI_3002G426000,SORBI_3002G426000,10,115,0.4,,23,7
SORBI_3002G426100,SORBI_3002G426100,182,56,170,73,26,218
SORBI_3002G426201,SORBI_3002G426201,0.2,10,44,375,195,6
SORBI_3002G426300,SORBI_3002G426300,50,68,66,60,34,62
SORBI_3002G426400,SORBI_3002G426400,36,18,60,40,13,45
SORBI_3002G426501,SORBI_3002G426501,0.1,,,,,0.4
SORBI_3002G426600,SORBI_3002G426600,0.8,3,0.3,2,0.8,3
SORBI_3002G426650,SORBI_3002G426650,0.2,0.4,0.2,0.4,0.6,0.4
SORBI_3002G426700,SORBI_3002G426700,0.2,0.5,0.6,0.9,0.8,0.2
SORBI_3002G426800,SORBI_3002G426800,29,3,7,8,1,34
SORBI_3002G426900,SORBI_3002G426900,2,4,2,5,2,3
SORBI_3002G427000,SORBI_3002G427000,7,3,4,3,3,5
SORBI_3002G427050,SORBI_3002G427050,74,28,56,35,16,66
SORBI_3002G427100,SORBI_3002G427100,27,5,19,7,0.7,30
SORBI_3002G427201,SORBI_3002G427201,2,0.6,1,0.1,,2
SORBI_3002G427300,SORBI_3002G427300,71,41,50,57,33,74
SORBI_3002G427400,SORBI_3002G427400,0.1,0.8,,18,0.5,
SORBI_3002G427500,SORBI_3002G427500,,123,,,,
SORBI_3002G427700,SORBI_3002G427700,67,58,29,57,39,74
SORBI_3002G427800,SORBI_3002G427800,14,4,11,2,2,14
SORBI_3002G427900,SORBI_3002G427900,4,73,0.4,219,41,5
SORBI_3002G428000,SORBI_3002G428000,0.1,0.4,,0.1,4,0.2
SORBI_3002G428100,SORBI_3002G428100,48,26,58,40,21,49
SORBI_3002G428200,SORBI_3002G428200,204,207,278,219,106,240
SORBI_3002G428301,SORBI_3002G428301,2,,0.2,,,0.9
SORBI_3002G428400,SORBI_3002G428400,,0.5,0.9,3,0.5,0.3
SORBI_3002G428501,SORBI_3002G428501,0.3,,,,,
SORBI_3002G428600,SORBI_3002G428600,20,15,15,23,18,13
SORBI_3002G428700,SORBI_3002G428700,37,3,18,14,9,41
SORBI_3002G428800,SORBI_3002G428800,58,22,36,44,30,69
SORBI_3002G428900,SORBI_3002G428900,42,24,22,27,35,32
SORBI_3002G429000,SORBI_3002G429000,0.1,9,,,,
SORBI_3002G429100,SORBI_3002G429100,,1,,,0.3,
SORBI_3002G429200,SORBI_3002G429200,4,1,2,1,1,4
SORBI_3002G429300,SORBI_3002G429300,39,23,44,22,14,42
